id	tweet	subtask_a	subtask_b	subtask_c
67813	@USER And yes. Having less access to guns drops suicide rates and accidental injuried snd desths.  This can be proven by looking at every single country that has strict or better gun control.  Unkess you want to prove otherwise that these countries are just as bad.	OFF	UNT	NULL
39651	@USER Glad he is on a winner	NOT	NULL	NULL
88705	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He also clarified that there is the water birth when we are physically born. Then there is the spiritual birth which is obviously when we spiritually die to our sinful flesh and be reborn sinless after being cleansed by His blood at salvation when our sin debt is paid! Praise God	OFF	UNT	NULL
48800	"1/2 URL So because he speaks in a manner that is in layman's terms that can't be misinterpreted, says most people don't know (which Liberals/Democrats prove everyday), says Believe me"", says very bad, talks about serious issues makes him barbarically"""	NOT	NULL	NULL
45985	@USER @USER @USER @USER @USER You are all rapid dog's 🤪	OFF	TIN	GRP
26147	Teach the children well     #MAGA2020 #WeThePeople #MAGA #Qanon8chan (Constitution Song) URL via @USER	NOT	NULL	NULL
31786	Listen carefully.  @USER @USER #QAnon #Qanuck #AskTheQ #WeThePeople #TheGreatAwakening #TheStorm #MAGA #WWG1WGA  URL URL	NOT	NULL	NULL
88866	@USER Fudge report...then apparently she is not a socialist as you and your kind label her and is a successful capitalist but with much higher morals and opportunities for society. You have the dumbest followers.	OFF	TIN	GRP
76963	"@USER @USER If not a terrorist organization"", how exactly has ANTIFA not been named a criminal organization?"""	NOT	NULL	NULL
34534	@USER He must not have gotten the email from Feinstein 😜	NOT	NULL	NULL
65327	@USER @USER @USER @USER @USER The accounts of @USER and @USER are the Antifa twins. Don't try to twist this as is your usual game.	NOT	NULL	NULL
67709	@USER Can you Say Insanity? #LockThemAllUp #HandCuffsForHillary #MAGA URL	OFF	TIN	IND
68714	#politicslive #Conservatives told us selling Council  House Deregulating Rental Housing Market solutions would lead to more housing cheaper rents more home ownership Now look at the homeless figures Sky High Rents Lack of Tennant Rights Profits #Tories selling Public Land #Labour	NOT	NULL	NULL
59929	"@USER   Your continual use of Left liberal Progressive on your show are Euphemisms for the democrat Party who owns"" them until deny them &amp; ideology.  You are lying to the Public by not calling a spade a spade."""	OFF	TIN	IND
61109	@USER @USER This is ridiculous. She is going to have to vote for him at this point or it will be apparent she accepts bribes.	OFF	TIN	IND
80372	@USER You said it. They're trying to prove that cheepika is goddess and everyone else has nothing to offer. It tells everything about how insecure they are as fans. Now their target is alia because they know how good she is. Alia being so good is threat to their so called goddess.	OFF	TIN	IND
24515	#WakeUpAmerica #AmericaFirst #MAGA #Trump2020 #KAG2020 #RedWaveRising2018 #VoteRed2018 #TXSen #VoteRedToSaveAmerica #KeepTexasRed #TedCruz2018 #BuildTheWall #VoterID #ConfirmKavanaugh  #WalkAwayCampaign  #WalkAway from #LiberalHate #LiberalIntolerance and #SocialistLies #VetoBeto URL	NOT	NULL	NULL
41060	@USER @USER FINALLY! Smaller more cost effective government! Thank you Conservatives!	NOT	NULL	NULL
32697	@USER @USER He is virtue signaling playing with young minds. He also thinks he can weaponise it in an attempt to stop Brexit. @USER  is a disgraceful vile man to be honest he doesn't care who or what he uses to get what he wants.	OFF	TIN	IND
21191	@USER @USER How many antifa are out there? Do they have classes on being an antifa member now at schools?	NOT	NULL	NULL
12136	@USER As he should. The world doesn't stop because you liberals wanna hijack a process and delay at all costs.	OFF	TIN	GRP
53524	@USER Im voting for @USER and @USER as well as other constitutionalist republicans. Thank you for fighting for America. We appreciate you @USER #maga #KeepAmericaGreat	NOT	NULL	NULL
43242	"@USER @USER Winston Churchill on being admonished about sentence ending prepositions: This is an outrage up with which I will not put!""  And the punchline to my favorite grammar joke: ""Oh. So, where y'all from, BITCH?"""""	NOT	NULL	NULL
14386	@USER @USER The radical Social Media Antifa type can go hang.	NOT	NULL	NULL
94526	@USER He is adorable 😍	NOT	NULL	NULL
65267	.@USER molested me 35 yrs ago when I was 11yrs Old. I didn't want to say it till now. She should Thrown in jail. According to #Liberals &amp; #MeToo you have to accept my allegations blindly. There I said it #ConfirmJudgeKavanaughNow #SenatorFeinstein #DemocratsHateAmerica URL	OFF	TIN	IND
61457	@USER This is just disgusting. But it sounds like you are absolutely right. I do think that even liberals are starting to realize this is all a political game.	OFF	UNT	NULL
27901	@USER My nurse friend always looking out for me 💙 Yeah it's a bit of a wet cough :/  The doctor I dealt with earlier wouldn't tell me anything and basically threw a prescription for antibiotics at me... which I assume means that he is thinking I possibly have a chest infection? 👀	NOT	NULL	NULL
27837	@USER @USER Glorita you are THE Most! ✨🇻🇪	NOT	NULL	NULL
68412	@USER She is backon twitter	NOT	NULL	NULL
71740	@USER @USER 6 weeks sorry she should have turned it into the fbi but she didn’t but you can’t now go around saying this isn’t politically motivated and that they care about sexual abuse now but please go ahead believing the liberals and being just another mindless sheep	NOT	NULL	NULL
82837	@USER Hogg is such a dolt! In a mass shooting it's rarely a long range shooting incident. It's usually close range inside a building of area thats a Gun Free Zone. Like shooting fish in a barrel. Snipers are rare in mass shooting events. D.C. and Vegas were exceptions.	NOT	NULL	NULL
78986	@USER @USER @USER You are 100% right; successful prosecution will send the right message.   That said the inability of a voter to take a photo evidence of the party voted reduces the likelihood of vote buying.  No party will waste money with this new approach because there is zero guarantee.	NOT	NULL	NULL
83343	@USER Cool!   And that’s the way it SHOULD be!!!!	NOT	NULL	NULL
37636	@USER Considering Puerto  Rico didn't have electricity on 70% of the island before the hurricane....im wondering who left her brain on the tarmac in the sun for a year?  Probably Trump or Baron I assume.	NOT	NULL	NULL
99854	@USER @USER 🤔🤔 we would hang 70 plus on the frogs and cocks!🤔😂😂	NOT	NULL	NULL
86308	@USER @USER Like Antifa hiding their faces?	NOT	NULL	NULL
92499	@USER Boycott Nike just do it	NOT	NULL	NULL
21177	@USER  Money better spent on American Mental Health or gun control Sandy hook Vegas Concert Theater Shooting Church in Sunny Springs	OFF	TIN	OTH
26240	@USER it just means you are one step closer to getting Rust in there :)	NOT	NULL	NULL
73896	@USER @USER @USER @USER @USER @USER I saw her in Denver last week. She is still traumatized. Cohen owes her so much because of 'My Life on the D List'.	NOT	NULL	NULL
73648	@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit? There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their own way into the fucking sea the better.	OFF	TIN	GRP
68791	@USER @USER Fuuckkkk youuuuu	OFF	TIN	IND
22252	@USER Professors at Liberal Colleges by Day &amp; Antifa by Night.	NOT	NULL	NULL
91187	@USER @USER chloe shut the fuck up. seriously get a fucking life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you don’t fucking get it.	OFF	TIN	IND
82053	@USER Her strong character?? She is corrupt through and through....her house of cards is falling fast. Just a matter of time.	NOT	NULL	NULL
26745	@USER Ironic (or worse) that anti- 2nd Amendment legislators want an activist judiciary to verify gun control but same law makers are anti #COS	NOT	NULL	NULL
53036	@USER How much money has the conservatives promised for housing over the last ten years ? and how many houses have actually been built. There promises don’t add up.	NOT	NULL	NULL
83283	@USER The democrat years in power. We remember those women well. Too bad liberals are hypocrites of the worst kind.	OFF	TIN	GRP
80398	@USER @USER Our  USA WW2 soldiers were all Antifa anti-fascists too. They killed them.	NOT	NULL	NULL
36736	@USER Thanks man! It's not in stock at most stores tbh so you need to order it by phone/online to then pick up in 2-3 days (Unless you are in Texas)	NOT	NULL	NULL
95345	@USER How paranoid has one person to be to think that fucking yale is a kind of antifa HQ	OFF	TIN	IND
75870	@USER I was on some shit last night	OFF	UNT	NULL
36836	@USER He got it 100% right He is pissing up the wall and marking his height	NOT	NULL	NULL
73992	@USER you are amazing and talented and i hope you have an amazing night 💘💕💖💘	NOT	NULL	NULL
90412	@USER 2A and putting an end to these Antifa fuckwits. Pardon the language	OFF	TIN	OTH
24188	@USER @USER Show me a GOP/Trump supporter mass shooter.  You have a problem with me drawing and taking out a active shooter?  When I was growing up in SSF you could open carry.  Then the black panthers freaked out your elder liberals at the time and they took that away from us.	OFF	TIN	GRP
60857	"@USER Show Me the MAGA!"""""	NOT	NULL	NULL
20592	"@USER @USER Just imagine the divorce case if she hadn't murdered him.  Your honor, I would like to introduce into evidence the book wherein she details how she is planning to kill me ..."""""	NOT	NULL	NULL
46796	@USER @USER @USER @USER @USER @USER VOTE RED MAGA	NOT	NULL	NULL
22949	"History will judge you well."" - #QAnon URL"	NOT	NULL	NULL
16776	@USER Are #conservatives in #Kansas joining in on claiming Christine Blasey Ford is making false accusations while supporting @USER at the same time?  Cus that level of stupidity is the hallmark of the @USER	OFF	TIN	IND
19266	@USER @USER We need a RICO investigation	NOT	NULL	NULL
41925	@USER She is sexy without even trying.	NOT	NULL	NULL
19190	@USER #Antifa loud mouth. #Democrat.	NOT	NULL	NULL
17168	@USER dude she is a babe! that dress wowowowowow	NOT	NULL	NULL
24163	@USER @USER @USER @USER @USER @USER Unicorns and Antifa and rainbows and socialists and puffy hearts and feminazis and sunshine and pussy hats. And most of all RESIST! 😂🤣😂	OFF	TIN	GRP
26704	@USER Because he support d Roseanne??	NOT	NULL	NULL
16452	@USER I love only one (1) bitch (you) URL	OFF	TIN	IND
68655	@USER @USER So how do propose a ward deal with this? Put the gay/lesbian youth with the opposite gender? Or segregate them from the other kids entirely (awful idea). I’m just going to assume @USER has more experience and knows what he is talking about here.	OFF	TIN	GRP
67502	@USER @USER He is guilty until proven innocent!!!	NOT	NULL	NULL
47662	@USER Guess he forgot to walk the liberal plank!	OFF	TIN	IND
78604	@USER @USER  was spreading #FakeNews about @USER FYI. #MAGA	OFF	TIN	OTH
44327	@USER @USER @USER Liberals can’t stand all the WINNIG!!  😂. URL	NOT	NULL	NULL
49252	@USER Be like Haiti and Obama and Clinton	NOT	NULL	NULL
55371	@USER I remember when the game just fucking started.	NOT	NULL	NULL
20456	@USER The Liberals took over @USER 🙁	OFF	TIN	IND
89821	1000 gay children have now died as a result of bert and ernie not being gay. hope ur happy conservatives.	NOT	NULL	NULL
78758	@USER @USER I hate 7 year old faggot Logan fans like you	OFF	TIN	IND
74822	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER The world knows that Right wing extremists are responsible for more terror attacks that leave people actually dead in the US than all other groups combined.... statistical fact. Will remind not 1 case of anyone dying because of antifa... your not on solid ground here..	NOT	NULL	NULL
85112	@USER @USER and the so called letter is where?	NOT	NULL	NULL
61580	@USER A liberal anarchist coup d'etat gang runs rampant &amp; a GOP AG does nothing. Liberals prove to be the biggest hate group in USA. The leftstream media cheers them on while excoriating duly elected President of the United States 24/7. ANTIFA openly advocates killing cops. Silence	NOT	NULL	NULL
95589	@USER I honestly hope games get to the point where our Consciousness gets ported to the game world itself.  Just imagine the worlds of the Elder Scrolls and Fallout like that where you are truly that character now and not just someone looking at screen.	NOT	NULL	NULL
